Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year
Jhansi,46,GEN,Uttar Pradesh [2000 Onwards],Pradeep Kumar Jain (Aditya),Indian National Congress,"15,62,082","8,61,858",55.2 %,"47,670",5.50%,2009
Jhargram,33,ST,West Bengal,Pulin Bihari Baske,Communist Party Of India (MARXIST),"12,41,574","9,58,825",77.2 %,"2,92,345",30.50%,2009
Jhunjhunu,4,GEN,Rajasthan,Sheesh Ram Ola,Indian National Congress,"14,32,581","6,03,278",42.1 %,"65,332",10.80%,2009
Jodhpur,16,GEN,Rajasthan,Chandresh Kumari,Indian National Congress,"15,06,821","6,84,623",45.4 %,"98,329",14.40%,2009
Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,"11,82,349","7,65,059",64.7 %,"71,914",9.40%,2009
Joynagar,19,SC,West Bengal,Dr. Tarun Mondal,Independent,"11,43,640","9,15,801",80.1 %,"53,705",5.90%,2009
Junagadh,13,GEN,Gujarat,Solanki Dinubhai Boghabhai,Bharatiya Janta Party,"13,13,064","7,60,085",57.9 %,"13,759",1.80%,2009
Kachchh,1,SC,Gujarat,Jat Poonamben Veljibhai,Bharatiya Janta Party,"13,25,614","5,64,099",42.6 %,"71,343",12.60%,2009
Kadapa,38,GEN,Andhra Pradesh,Y.S. Jagan Mohan Reddy,Indian National Congress,"13,47,716","10,31,800",76.6 %,"1,78,846",17.30%,2009
Kairana,2,GEN,Uttar Pradesh [2000 Onwards],Tabassum Begum,Bahujan Samaj Party,"12,82,551","7,25,359",56.6 %,"22,463",3.10%,2009
Kaiserganj,57,GEN,Uttar Pradesh [2000 Onwards],Brijbhushan Sharan Singh,Samajwadi Party,"13,76,267","5,65,673",41.1 %,"72,199",12.80%,2009
Kakinada,23,GEN,Andhra Pradesh,M.M.Pallamraju,Indian National Congress,"12,65,094","9,67,545",76.5 %,"34,044",3.50%,2009
Kalahandi,11,GEN,Orissa,Bhakta Charan Das,Indian National Congress,"14,21,959","9,80,310",68.9 %,"1,54,037",15.70%,2009
Kaliabor,11,GEN,Assam,Dip Gogoi,Indian National Congress,"13,48,371","9,61,183",71.3 %,"1,51,989",15.80%,2009
Kallakurichi,14,GEN,Tamil Nadu,Sankar Adhi,Dravida Munetra Kazhagam,"11,06,352","8,57,618",77.5 %,"3,57,571",41.70%,2009
Kalyan,24,GEN,Maharashtra,Anand Prakash Paranjape,Shiv Sena,"15,88,507","5,44,851",34.3 %,"24,202",4.40%,2009
Kancheepuram,6,SC,Tamil Nadu,Viswanathan.P,Indian National Congress,"10,60,188","7,87,177",74.3 %,"13,103",1.70%,2009
Kandhamal,13,GEN,Orissa,Rudramadhab Ray,Biju Janata Dal,"10,65,279","7,08,100",66.5 %,"1,51,007",21.30%,2009
Kangra,1,GEN,Himachal Pradesh,Dr. Rajan Sushant,Bharatiya Janta Party,"12,00,165","6,62,248",55.2 %,"20,779",3.10%,2009
Kanker,11,ST,Chhattisgarh,Sohan Potai,Bharatiya Janta Party,"12,96,734","7,42,076",57.2 %,"19,288",2.60%,2009
Kannauj,42,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,"15,04,276","7,41,965",49.3 %,"1,15,864",15.60%,2009
Kanniyakumari,39,GEN,Tamil Nadu,Helen Davidson J,Dravida Munetra Kazhagam,"11,78,047","7,66,034",65.0 %,"65,687",8.60%,2009
Kannur,2,GEN,Kerala,K. Sudhakaran,Indian National Congress,"10,69,725","8,67,040",81.1 %,"43,151",5.00%,2009
Kanpur,43,GEN,Uttar Pradesh [2000 Onwards],Sri Prakash Jaiswal,Indian National Congress,"13,90,055","5,12,917",36.9 %,"18,906",3.70%,2009
Kanthi,31,GEN,West Bengal,Adhikari Sisir Kumar,All India Trinamool Congress,"12,49,775","11,24,817",90.0 %,"1,29,103",11.50%,2009
Karakat,35,GEN,Bihar [2000 Onwards],Mahabali Singh,Janata Dal (United),"13,86,634","5,77,454",41.6 %,"20,483",3.50%,2009
Karauli-Dholpur,10,SC,Rajasthan,Khiladi Lal Bairwa,Indian National Congress,"13,03,196","4,87,218",37.4 %,"29,723",6.10%,2009
Karimganj,1,SC,Assam,Lalit Mohan Suklabaidya,Indian National Congress,"10,68,811","6,85,740",64.2 %,"7,920",1.20%,2009
Karimnagar,3,GEN,Andhra Pradesh,Ponnam Prabhakar,Indian National Congress,"14,96,211","9,91,417",66.3 %,"50,243",5.10%,2009
Karnal,5,GEN,Haryana,Arvind Kumar Sharma,Indian National Congress,"12,16,977","8,11,067",66.7 %,"76,346",9.40%,2009
Karur,23,GEN,Tamil Nadu,Thambidurai.M,All India Anna Dravida Munnetra Kazhagam,"10,12,924","8,25,860",81.5 %,"47,254",5.70%,2009
Kasaragod,1,GEN,Kerala,P Karunakaran,Communist Party Of India (MARXIST),"11,13,892","8,48,205",76.2 %,"64,427",7.60%,2009
Katihar,11,GEN,Bihar [2000 Onwards],Nikhil Kumar Choudhary,Bharatiya Janta Party,"12,72,769","7,24,942",57.0 %,"14,015",1.90%,2009
Kaushambi,50,SC,Uttar Pradesh [2000 Onwards],Shailendra Kumar,Samajwadi Party,"13,91,312","5,51,342",39.6 %,"55,789",10.10%,2009
Kendrapara,15,GEN,Orissa,Baijayant Panda,Biju Janata Dal,"14,34,425","9,82,950",68.5 %,"1,27,107",12.90%,2009
Keonjhar,4,ST,Orissa,Yashbant Narayan Singh Laguri,Biju Janata Dal,"12,65,225","8,92,274",70.5 %,"1,26,484",14.20%,2009
Khadoor Sahib,3,GEN,Punjab,Dr. Rattan Singh Ajnala,Shiromani Akali Dal,"13,40,145","9,46,690",70.6 %,"32,260",3.40%,2009
Khagaria,25,GEN,Bihar [2000 Onwards],Dinesh Chandra Yadav,Janata Dal (United),"13,42,970","6,24,966",46.5 %,"1,38,755",22.20%,2009
Khajuraho,8,GEN,Madhya Pradesh [2000 Onwards],Jeetendra Singh Bundela,Bharatiya Janta Party,"13,49,511","5,83,085",43.2 %,"28,332",4.90%,2009
Khammam,17,GEN,Andhra Pradesh,Nama Nageswara Rao,Telugu Desam,"12,59,815","10,38,421",82.4 %,"1,24,448",12.00%,2009
Khandwa,28,GEN,Madhya Pradesh [2000 Onwards],Arun Subhashchandra Yadav,Indian National Congress,"13,55,325","8,13,214",60.0 %,"49,081",6.00%,2009
Khargone,27,ST,Madhya Pradesh [2000 Onwards],Makansingh Solanki (Babuji),Bharatiya Janta Party,"12,63,778","7,60,779",60.2 %,"34,175",4.50%,2009
Kheda,17,GEN,Gujarat,Dinsha Patel,Indian National Congress,"14,48,571","6,02,867",41.6 %,846,0.10%,2009
Kheri,28,GEN,Uttar Pradesh [2000 Onwards],Zafar Ali Naqvi,Indian National Congress,"12,97,088","7,07,983",54.6 %,"8,777",1.20%,2009
Khunti,11,ST,Jharkhand,Karia Munda,Bharatiya Janta Party,"9,80,868","5,10,352",52.0 %,"80,175",15.70%,2009
Kishanganj,10,GEN,Bihar [2000 Onwards],Mohammad Asrarul Haque,Indian National Congress,"11,86,369","6,26,914",52.8 %,"80,269",12.80%,2009
Kodarma,5,GEN,Jharkhand,Babulal Marandi,Jharkhand Vikas Morcha (Prajatantrik),"13,90,428","7,80,555",56.1 %,"48,520",6.20%,2009
Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Bodaland Peoples Front,"13,77,837","10,15,053",73.7 %,"1,90,322",18.70%,2009
Kolar,28,SC,Karnataka,K.H.Muniyappa,Indian National Congress,"13,40,923","9,28,350",69.2 %,"23,006",2.50%,2009
Kolhapur,47,GEN,Maharashtra,Sadashivrao Dadoba Mandlik,Independent,"15,83,030","10,29,203",65.0 %,"44,800",4.40%,2009
Kolkata Dakshin,23,GEN,West Bengal,Mamata Banerjee,All India Trinamool Congress,"15,05,638","10,08,329",67.0 %,"2,19,571",21.80%,2009
Kolkata Uttar,24,GEN,West Bengal,Sudip Bandyopadhyay,All India Trinamool Congress,"13,66,647","8,78,866",64.3 %,"1,09,278",12.40%,2009
Kollam,18,GEN,Kerala,N.Peethambarakurup,Indian National Congress,"11,08,686","7,54,928",68.1 %,"17,531",2.30%,2009
Koppal,8,GEN,Karnataka,Shivaramagouda Shivanagouda,Bharatiya Janta Party,"13,63,431","7,54,803",55.4 %,"81,789",10.80%,2009
Koraput,21,ST,Orissa,Jayaram Pangi,Biju Janata Dal,"12,17,768","7,59,610",62.4 %,"96,360",12.70%,2009
Korba,4,GEN,Chhattisgarh,Charan Das Mahant,Indian National Congress,"12,76,443","7,45,617",58.4 %,"20,737",2.80%,2009
Kota,24,GEN,Rajasthan,Ijyaraj Singh,Indian National Congress,"14,98,971","6,82,181",45.5 %,"83,093",12.20%,2009
Kottayam,14,GEN,Kerala,Jose K.Mani (Karingozheckal),Kerala Congress(M),"10,95,242","8,09,844",73.9 %,"71,570",8.80%,2009
Kozhikode,5,GEN,Kerala,M.K. Raghavan,Indian National Congress,"10,53,817","7,99,996",75.9 %,838,0.10%,2009
Krishnagiri,9,GEN,Tamil Nadu,Sugavanam. E.G.,Dravida Munetra Kazhagam,"10,14,758","7,52,583",74.2 %,"76,598",10.20%,2009
Krishnanagar,12,GEN,West Bengal,Tapas Paul,All India Trinamool Congress,"12,23,082","10,47,125",85.6 %,"77,386",7.40%,2009
Kurnool,35,GEN,Andhra Pradesh,Kotla Jaya Surya Prakash Reddy,Indian National Congress,"13,07,312","8,73,551",66.8 %,"73,773",8.40%,2009
Kurukshetra,2,GEN,Haryana,Naveen Jindal,Indian National Congress,"11,66,684","8,75,415",75.0 %,"1,18,729",13.60%,2009
Kushi Nagar,65,GEN,Uttar Pradesh [2000 Onwards],Ku. Ratanjeet Pratap Narayan Singh,Indian National Congress,"14,38,263","7,31,041",50.8 %,"21,094",2.90%,2009
Ladakh,4,GEN,Jammu & Kashmir,Hassan Khan,Independent,"1,52,491","1,11,013",72.8 %,"3,684",3.30%,2009
Lakhimpur,14,GEN,Assam,Ranee Narah,Indian National Congress,"13,32,518","9,09,812",68.3 %,"44,572",4.90%,2009
Lakshadweep,1,ST,Lakshadweep,Hamdullah Sayeed,Indian National Congress,"45,983","39,498",85.9 %,"2,198",5.60%,2009
Lalganj,68,SC,Uttar Pradesh [2000 Onwards],Dr. Baliram,Bahujan Samaj Party,"15,09,536","6,59,042",43.7 %,"39,948",6.10%,2009
Latur,41,SC,Maharashtra,Awale Jaywant Gangaram,Indian National Congress,"15,09,987","8,29,585",54.9 %,"7,975",1.00%,2009
Lohardaga,12,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,"9,81,666","5,22,402",53.2 %,"8,283",1.60%,2009
Lucknow,35,GEN,Uttar Pradesh [2000 Onwards],Lal Ji Tandon,Bharatiya Janta Party,"16,53,123","5,87,772",35.6 %,"40,901",7.00%,2009
Ludhiana,7,GEN,Punjab,Manish Tewari,Indian National Congress,"13,09,308","8,46,277",64.6 %,"1,13,706",13.40%,2009
Machhlishahr,74,SC,Uttar Pradesh [2000 Onwards],Tufani Saroj,Samajwadi Party,"17,51,074","7,17,824",41.0 %,"24,306",3.40%,2009
Machilipatnam,28,GEN,Andhra Pradesh,Konakalla Narayana Rao,Telugu Desam,"12,51,053","10,52,352",84.1 %,"12,456",1.20%,2009
Madha,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Nationalist Congress Party,"15,58,442","9,19,449",59.0 %,"3,14,459",34.20%,2009
Madhepura,13,GEN,Bihar [2000 Onwards],Sharad Yadav,Janata Dal (United),"15,08,361","7,56,468",50.2 %,"1,77,621",23.50%,2009
Madhubani,6,GEN,Bihar [2000 Onwards],Hukmadeo Narayan Yadav,Bharatiya Janta Party,"13,97,256","5,56,572",39.8 %,"9,927",1.80%,2009
Madurai,32,GEN,Tamil Nadu,Alagiri M.K,Dravida Munetra Kazhagam,"10,22,421","7,92,011",77.5 %,"1,40,985",17.80%,2009
Mahabubabad,16,ST,Andhra Pradesh,P. Balram,Indian National Congress,"12,65,396","9,96,860",78.8 %,"68,957",6.90%,2009
Maharajganj,63,GEN,Uttar Pradesh [2000 Onwards],Harsh Vardhan,Indian National Congress,"15,09,167","5,99,531",39.7 %,"1,23,628",20.60%,2009
Maharajganj,19,GEN,Bihar [2000 Onwards],Uma Shanaker Singh,Rashtriya Janata Dal,"13,12,219","5,99,531",45.7 %,"2,797",0.50%,2009
Mahasamund,9,GEN,Chhattisgarh,Chandulal Sahu (Chandu Bhaiya),Bharatiya Janta Party,"13,69,154","7,76,337",56.7 %,"51,475",6.60%,2009
Mahbubnagar,11,GEN,Andhra Pradesh,K. Chandrasekhar Rao,Telangana Rashtra Samithi,"13,68,868","9,27,588",67.8 %,"20,184",2.20%,2009
Mahesana,4,GEN,Gujarat,Patel Jayshreeben Kanubhai,Bharatiya Janta Party,"13,93,970","6,92,685",49.7 %,"21,865",3.20%,2009
Mainpuri,21,GEN,Uttar Pradesh [2000 Onwards],Mulayam Singh Yadav,Samajwadi Party,"13,99,259","6,96,701",49.8 %,"1,73,069",24.80%,2009
Malappuram,6,GEN,Kerala,E. Ahamed,Muslim League Kerala State Committee,"10,19,713","7,84,713",77.0 %,"1,15,597",14.70%,2009
Maldaha Dakshin,8,GEN,West Bengal,Abu Hasem Khan Choudhury,Indian National Congress,"10,52,093","8,31,309",79.0 %,"1,36,280",16.40%,2009
Maldaha Uttar,7,GEN,West Bengal,Mausam Noor,Indian National Congress,"11,01,096","9,22,537",83.8 %,"60,141",6.50%,2009
Malkajgiri,7,GEN,Andhra Pradesh,Sarvey Sathyanarayana,Indian National Congress,"23,43,050","12,05,858",51.5 %,"93,326",7.70%,2009
Mandi,2,GEN,Himachal Pradesh,Virbhadra Singh,Indian National Congress,"11,12,524","7,13,687",64.2 %,"13,997",2.00%,2009
Mandla,14,ST,Madhya Pradesh [2000 Onwards],Basori Singh Masram,Indian National Congress,"15,28,061","8,60,093",56.3 %,"65,053",7.60%,2009
Mandsour,23,GEN,Madhya Pradesh [2000 Onwards],Meenakshi Natrajan,Indian National Congress,"13,71,067","7,65,754",55.9 %,"30,819",4.00%,2009
Mandya,20,GEN,Karnataka,N Cheluvaraya Swamy @ Swamygowda,Janata Dal (Secular),"14,99,744","10,31,797",68.8 %,"23,500",2.30%,2009
Mangaldoi,8,GEN,Assam,Ramen Deka,Bharatiya Janta Party,"14,16,682","9,88,448",69.8 %,"55,849",5.70%,2009
Mathura,17,GEN,Uttar Pradesh [2000 Onwards],Jayant Chaudhary,Rashtriya Lok Dal,"13,41,649","7,26,769",54.2 %,"1,69,613",23.30%,2009
Mathurapur,20,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,"12,27,376","10,49,016",85.5 %,"1,29,963",12.40%,2009
Maval,33,GEN,Maharashtra,Babar Gajanan Dharmshi,Shiv Sena,"16,04,886","7,18,520",44.8 %,"80,619",11.20%,2009
Mavelikkara,16,SC,Kerala,Kodikkunnil Suresh,Indian National Congress,"11,42,993","8,06,273",70.5 %,"48,048",6.00%,2009
Mayiladuthurai,28,GEN,Tamil Nadu,Maniyan O.S.,All India Anna Dravida Munnetra Kazhagam,"10,91,519","8,00,627",73.4 %,"36,854",4.60%,2009
Mayurbhanj,5,ST,Orissa,Laxman Tudu,Biju Janata Dal,"11,73,650","8,25,506",70.3 %,"66,178",8.00%,2009
Medak,6,GEN,Andhra Pradesh,Vijaya Shanthi .M,Telangana Rashtra Samithi,"13,89,721","10,62,584",76.5 %,"6,077",0.60%,2009
Medinipur,34,GEN,West Bengal,Prabodh Panda,Communist Party Of India,"12,62,983","10,43,731",82.6 %,"48,017",4.60%,2009
Meerut,10,GEN,Uttar Pradesh [2000 Onwards],Rajendra Agarwal,Bharatiya Janta Party,"15,08,788","7,27,732",48.2 %,"47,146",6.50%,2009
Mirzapur,79,GEN,Uttar Pradesh [2000 Onwards],Bal Kumar Patel,Samajwadi Party,"14,05,539","7,32,859",52.1 %,"19,682",2.70%,2009
Misrikh,32,SC,Uttar Pradesh [2000 Onwards],Ashok Kumar Rawat,Bahujan Samaj Party,"14,64,770","6,07,911",41.5 %,"23,292",3.80%,2009
Mizoram,1,ST,Mizoram,C.L.Ruala,Indian National Congress,"6,29,374","3,32,553",52.8 %,"1,08,955",32.80%,2009
Mohanlalganj,34,SC,Uttar Pradesh [2000 Onwards],Sushila Saroj,Samajwadi Party,"15,00,237","6,94,220",46.3 %,"76,595",11.00%,2009
Moradabad,6,GEN,Uttar Pradesh [2000 Onwards],Mohammed Azharuddin,Indian National Congress,"13,88,525","7,61,683",54.9 %,"49,107",6.40%,2009
Morena,1,GEN,Madhya Pradesh [2000 Onwards],Narendra Singh Tomar,Bharatiya Janta Party,"13,39,897","7,10,660",53.0 %,"1,00,997",14.20%,2009
Mumbai North,26,GEN,Maharashtra,Sanjay Brijkishorlal Nirupam,Indian National Congress,"16,08,924","6,85,035",42.6 %,"5,779",0.80%,2009
Mumbai North Central,29,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,"16,81,985","6,64,652",39.5 %,"1,74,555",26.30%,2009
Mumbai North East,28,GEN,Maharashtra,Sanjay Dina Patil,Nationalist Congress Party,"15,72,890","6,67,955",42.5 %,"2,933",0.40%,2009
Mumbai North West,27,GEN,Maharashtra,Ad.Kamat Gurudas Vasant,Indian National Congress,"16,04,992","7,07,303",44.1 %,"38,387",5.40%,2009
Mumbai South,31,GEN,Maharashtra,Deora Milind Murli,Indian National Congress,"15,89,811","6,41,597",40.4 %,"1,12,682",17.60%,2009
Mumbai South Central,30,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,"15,15,899","5,98,877",39.5 %,"75,706",12.60%,2009
Munger,28,GEN,Bihar [2000 Onwards],Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal (United),"15,64,604","6,51,035",41.6 %,"1,89,361",29.10%,2009
Murshidabad,11,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,"11,92,899","10,52,242",88.2 %,"35,647",3.40%,2009
Muzaffarnagar,3,GEN,Uttar Pradesh [2000 Onwards],Kadir Rana,Bahujan Samaj Party,"13,70,117","7,44,973",54.4 %,"20,598",2.80%,2009
Muzaffarpur,15,GEN,Bihar [2000 Onwards],Captain Jai Narayan Prasad Nishad,Janata Dal (United),"13,39,949","6,21,870",46.4 %,"47,809",7.70%,2009
Mysore,21,GEN,Karnataka,Adagur H Vishwanath,Indian National Congress,"16,53,991","9,74,410",58.9 %,"7,691",0.80%,2009
Nabarangpur,12,ST,Orissa,Pradeep Kumar Majhi,Indian National Congress,"12,15,653","7,92,063",65.2 %,"29,977",3.80%,2009
Nagaland,1,ST,Nagaland,C.M. Chang,Nagaland Peoples Front,"13,21,878","11,89,670",90.0 %,"4,83,021",40.60%,2009
Nagapattinam,29,SC,Tamil Nadu,Vijayan A K S,Dravida Munetra Kazhagam,"9,82,352","7,64,572",77.8 %,"47,962",6.30%,2009
Nagarkurnool,12,SC,Andhra Pradesh,Dr. Manda Jagannath,Indian National Congress,"14,60,484","10,27,695",70.4 %,"47,767",4.60%,2009
Nagaur,14,GEN,Rajasthan,Dr. Jyoti Mirdha,Indian National Congress,"14,86,307","6,10,003",41.0 %,"1,55,137",25.40%,2009
Nagina,5,SC,Uttar Pradesh [2000 Onwards],Yashvir Singh,Samajwadi Party,"11,96,566","6,43,784",53.8 %,"59,688",9.30%,2009
Nagpur,10,GEN,Maharashtra,Muttemwar Vilasrao Baburaoji,Indian National Congress,"17,38,920","7,55,714",43.5 %,"24,399",3.20%,2009
Nainital-Udhamsingh Nagar,4,GEN,Uttarakhand,K.C. Singh Baba,Indian National Congress,"12,84,092","7,53,947",58.7 %,"88,412",11.70%,2009
Nalanda,29,GEN,Bihar [2000 Onwards],Kaushalendra Kumar,Janata Dal (United),"17,19,503","5,68,233",33.1 %,"1,52,677",26.90%,2009
Nalgonda,13,GEN,Andhra Pradesh,Gutha Sukender Reddy,Indian National Congress,"14,55,016","10,83,684",74.5 %,"1,52,982",14.10%,2009
Namakkal,16,GEN,Tamil Nadu,Gandhiselvan.S,Dravida Munetra Kazhagam,"10,75,526","8,46,216",78.7 %,"1,02,431",12.10%,2009
Nanded,16,GEN,Maharashtra,Khatgaonkar Patil Bhaskarrao Bapurao,Indian National Congress,"14,39,015","7,74,850",53.9 %,"74,614",9.60%,2009
Nandurbar,1,ST,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,"14,55,543","7,66,408",52.7 %,"79,949",10.40%,2009
Nandyal,34,GEN,Andhra Pradesh,S.P.Y.Reddy,Indian National Congress,"13,58,711","9,96,163",73.3 %,"90,847",9.10%,2009
Narasaraopet,31,GEN,Andhra Pradesh,Modugula Venugopala Reddy,Telugu Desam,"13,60,431","10,86,317",79.9 %,"1,607",0.10%,2009
Narsapuram,26,GEN,Andhra Pradesh,Bapiraju Kanumuru,Indian National Congress,"11,73,138","9,95,129",84.8 %,"1,14,690",11.50%,2009
Nashik,21,GEN,Maharashtra,Sameer Bhujbal,Nationalist Congress Party,"14,48,414","6,56,930",45.4 %,"22,032",3.40%,2009
Navsari,25,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,"16,23,415","7,57,579",46.7 %,"1,32,643",17.50%,2009
Nawada,39,GEN,Bihar [2000 Onwards],Bhola Singh,Bharatiya Janta Party,"13,97,512","5,81,583",41.6 %,"34,917",6.00%,2009
Nellore,39,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,"14,50,938","10,06,949",69.4 %,"54,993",5.50%,2009
New Delhi,4,GEN,Delhi [1977 Onwards],Ajay Makan,Indian National Congress,"13,73,146","7,65,180",55.7 %,"1,87,809",24.50%,2009
Nilgiris,19,SC,Tamil Nadu,Raja A,Dravida Munetra Kazhagam,"10,03,168","7,09,771",70.8 %,"86,021",12.10%,2009
Nizamabad,4,GEN,Andhra Pradesh,Madhu Yaskhi Goud,Indian National Congress,"13,33,271","8,89,962",66.8 %,"60,390",6.80%,2009
North East Delhi,2,GEN,Delhi [1977 Onwards],Jai Prakash Agarwal,Indian National Congress,"16,77,058","8,77,919",52.4 %,"2,22,243",25.30%,2009
North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,"4,86,983","2,92,408",60.0 %,"6,353",2.20%,2009
North West Delhi,5,SC,Delhi [1977 Onwards],Krishna Tirath,Indian National Congress,"17,98,181","8,57,564",47.7 %,"1,84,433",21.50%,2009
Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,"14,11,331","9,98,937",70.8 %,"45,380",4.50%,2009
Ongole,33,GEN,Andhra Pradesh,Magunta Srinivasulu Reddy,Indian National Congress,"13,75,558","10,26,948",74.7 %,"78,523",7.60%,2009
Osmanabad,40,GEN,Maharashtra,Patil Padamsinha Bajirao,Nationalist Congress Party,"16,08,852","9,24,810",57.5 %,"6,787",0.70%,2009
Outer Manipur,2,ST,Manipur,Thangso Baite,Indian National Congress,"9,09,496","7,53,388",82.8 %,"1,19,798",15.90%,2009
Palakkad,8,GEN,Kerala,M.B. Rajesh,Communist Party Of India (MARXIST),"10,74,818","7,90,872",73.6 %,"1,820",0.20%,2009
Palamau,13,SC,Jharkhand,Kameshwar Baitha,Jharkhand Mukti Morcha,"14,17,375","6,51,271",46.0 %,"23,538",3.60%,2009
Palghar,22,ST,Maharashtra,Jadhav Baliram Sukur,Bahujan Vikas Aaghadi,"15,23,061","7,32,599",48.1 %,"12,360",1.70%,2009
Pali,15,GEN,Rajasthan,Badri Ram Jakhar,Indian National Congress,"16,82,713","7,24,620",43.1 %,"1,96,717",27.10%,2009
Panchmahal,18,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,"14,23,385","6,06,673",42.6 %,"2,081",0.30%,2009
Parbhani,17,GEN,Maharashtra,Adv. Dudhgaonkar Ganeshrao Nagorao,Shiv Sena,"16,10,088","8,70,761",54.1 %,"65,418",7.50%,2009
Paschim Champaran,2,GEN,Bihar [2000 Onwards],Dr. Sanjay Jaiswal,Bharatiya Janta Party,"12,20,868","5,15,490",42.2 %,"47,343",9.20%,2009
Pataliputra,31,GEN,Bihar [2000 Onwards],Ranjan Prasad Yadav,Janata Dal (United),"15,26,241","6,28,364",41.2 %,"23,541",3.70%,2009
Patan,3,GEN,Gujarat,Jagdish Thakor,Indian National Congress,"14,17,623","6,33,160",44.7 %,"18,504",2.90%,2009
Pathanamthitta,17,GEN,Kerala,Anto Antony Punnathaniyil,Indian National Congress,"12,13,370","7,98,232",65.8 %,"1,11,206",13.90%,2009
Patiala,13,GEN,Punjab,Preneet Kaur,Indian National Congress,"13,44,864","9,35,959",69.6 %,"97,389",10.40%,2009
Patna Sahib,30,GEN,Bihar [2000 Onwards],Shatrughan Sinha,Bharatiya Janta Party,"16,41,976","5,52,538",33.7 %,"1,66,770",30.20%,2009
Peddapalli,2,SC,Andhra Pradesh,Dr.G.Vivekanand,Indian National Congress,"13,15,642","9,04,183",68.7 %,"49,017",5.40%,2009
Perambalur,25,GEN,Tamil Nadu,"Napoleon,d.",Dravida Munetra Kazhagam,"10,49,033","8,34,811",79.6 %,"77,604",9.30%,2009
Phulpur,51,GEN,Uttar Pradesh [2000 Onwards],Kapil Muni Karwariya,Bahujan Samaj Party,"14,26,451","5,51,913",38.7 %,"14,578",2.60%,2009
Pilibhit,26,GEN,Uttar Pradesh [2000 Onwards],Varun Gandhi,Bharatiya Janta Party,"13,10,007","8,37,650",63.9 %,"2,81,501",33.60%,2009
Pollachi,21,GEN,Tamil Nadu,Sugumar.K,All India Anna Dravida Munnetra Kazhagam,"10,17,811","7,73,303",76.0 %,"46,025",6.00%,2009
Pondicherry,1,GEN,Pondicherry,Narayanasamy,Indian National Congress,"7,62,440","6,08,533",79.8 %,"91,772",15.10%,2009
Ponnani,7,GEN,Kerala,E.T. Muhammed Basheer,Muslim League Kerala State Committee,"9,97,075","7,70,205",77.3 %,"82,684",10.70%,2009
Porbandar,11,GEN,Gujarat,Radadiya Vitthalbhai Hansrajbhai,Indian National Congress,"13,85,818","6,60,768",47.7 %,"39,503",6.00%,2009
Pratapgarh,39,GEN,Uttar Pradesh [2000 Onwards],Rajkumari Ratna Singh,Indian National Congress,"14,35,159","6,41,017",44.7 %,"29,779",4.60%,2009
Pune,34,GEN,Maharashtra,Kalmadi Suresh,Indian National Congress,"18,06,953","7,34,482",40.7 %,"25,701",3.50%,2009
Puri,17,GEN,Orissa,Pinaki Misra,Biju Janata Dal,"13,22,817","9,10,198",68.8 %,"2,11,305",23.20%,2009
Purnia,12,GEN,Bihar [2000 Onwards],Uday Singh Alias Pappu Singh,Bharatiya Janta Party,"13,05,396","7,04,866",54.0 %,"1,86,227",26.40%,2009
Purulia,35,GEN,West Bengal,Narahari Mahato,All India Forward Bloc,"12,57,799","9,05,208",72.0 %,"19,301",2.10%,2009
Purvi Champaran,3,GEN,Bihar [2000 Onwards],Radha Mohan Singh,Bharatiya Janta Party,"11,87,264","4,82,094",40.6 %,"79,290",16.40%,2009
Rae Bareli,36,GEN,Uttar Pradesh [2000 Onwards],Sonia Gandhi,Indian National Congress,"13,79,507","6,66,699",48.3 %,"3,72,165",55.80%,2009
Raichur,6,ST,Karnataka,Pakkirappa.S.,Bharatiya Janta Party,"14,86,326","6,82,388",45.9 %,"30,636",4.50%,2009
Raigad,32,GEN,Maharashtra,Anant Geete,Shiv Sena,"13,59,830","7,69,264",56.6 %,"1,46,521",19.00%,2009
Raiganj,5,GEN,West Bengal,Deepa Dasmunsi,Indian National Congress,"11,08,382","9,00,271",81.2 %,"1,05,203",11.70%,2009
Raigarh,2,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,"14,32,746","9,35,750",65.3 %,"55,848",6.00%,2009
